gen_uid,cust_key,first_name_cl,family_name_cl,mobile_no_cl,mobile_no_dsp,source_name,birth_date_cl,birth_date_dsp,email_cl,email_dsp,update_date
t1883,1061024270,amanda,okazaki,809191954,809191954,CRM,8/2/82 00:00,8/2/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/5/30 00:00
t1884,1061003151,amanda,okazaki,809191957,809191957,CRM,11/2/82 00:00,11/2/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/5/30 00:00
t1885,1021083312,amanda,okazaki,809191960,809191960,CRM,14/2/82 00:00,14/2/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,29/5/30 00:00
t1886,1051021578,amanda,okazaki,809191963,809191963,CRM,17/2/82 00:00,17/2/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/6/30 00:00
t1887,CRM100000789,amanda,okazaki,809191966,809191966,CRM,20/2/82 00:00,20/2/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/6/30 00:00
t1888,1061034324,amanda,okazaki,809191969,809191969,CRM,23/2/82 00:00,23/2/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/6/30 00:00
t1889,1061025832,amanda,okazaki,809191972,809191972,CRM,26/2/82 00:00,26/2/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/6/30 00:00
t189,1071000814,amanda,okazaki,809191975,809191975,CRM,1/3/82 00:00,1/3/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/6/30 00:00
t1890,1071023517,amanda,okazaki,809191978,809191978,CRM,4/3/82 00:00,4/3/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/6/30 00:00
t1891,1151020231,amanda,okazaki,809191981,809191981,CRM,7/3/82 00:00,7/3/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/6/30 00:00
t1892,1081009317,amanda,okazaki,809191984,809191984,CRM,10/3/82 00:00,10/3/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/6/30 00:00
t1893,1071016899,amanda,okazaki,809191987,809191987,CRM,13/3/82 00:00,13/3/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/6/30 00:00
t1894,2011006514,amanda,okazaki,809191990,809191990,CRM,16/3/82 00:00,16/3/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/6/30 00:00
t1895,1251022790,amanda,okazaki,809191993,809191993,CRM,19/3/82 00:00,19/3/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/7/30 00:00
t1896,2011014544,amanda,okazaki,809191996,809191996,CRM,22/3/82 00:00,22/3/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/7/30 00:00
t1897,1051025981,amanda,okazaki,809191999,809191999,CRM,25/3/82 00:00,25/3/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/7/30 00:00
t1898,2210005279,amanda,okazaki,809192002,809192002,CRM,28/3/82 00:00,28/3/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/7/30 00:00
t1899,1071021463,amanda,okazaki,809192005,809192005,CRM,31/3/82 00:00,31/3/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/7/30 00:00
t19,1058001628,amanda,okazaki,809192008,809192008,CRM,3/4/82 00:00,3/4/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/7/30 00:00
t190,1091020861,amanda,okazaki,809192011,809192011,CRM,6/4/82 00:00,6/4/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/7/30 00:00
t1900,1131003885,amanda,okazaki,809192014,809192014,CRM,9/4/82 00:00,9/4/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/7/30 00:00
t1901,1061040811,amanda,okazaki,809192017,809192017,CRM,12/4/82 00:00,12/4/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/7/30 00:00
t1902,1061040898,amanda,okazaki,809192020,809192020,CRM,15/4/82 00:00,15/4/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/7/30 00:00
t1903,1061038828,amanda,okazaki,809192023,809192023,CRM,18/4/82 00:00,18/4/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,31/7/30 00:00
t1904,1061026980,amanda,okazaki,809192026,809192026,CRM,21/4/82 00:00,21/4/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/8/30 00:00
t1905,1051026016,amanda,okazaki,809192029,809192029,CRM,24/4/82 00:00,24/4/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/8/30 00:00
t1906,1251004039,amanda,okazaki,809192032,809192032,CRM,27/4/82 00:00,27/4/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/8/30 00:00
t1907,1251015728,amanda,okazaki,809192035,809192035,CRM,30/4/82 00:00,30/4/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/8/30 00:00
t1908,1151005117,amanda,okazaki,809192038,809192038,CRM,3/5/82 00:00,3/5/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/8/30 00:00
t1909,1021103371,amanda,okazaki,809192041,809192041,CRM,6/5/82 00:00,6/5/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/8/30 00:00
t191,1081006760,amanda,okazaki,809192044,809192044,CRM,9/5/82 00:00,9/5/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/8/30 00:00
t1910,1071014977,amanda,okazaki,809192047,809192047,CRM,12/5/82 00:00,12/5/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/8/30 00:00
t1911,CRM100000790,amanda,okazaki,809192050,809192050,CRM,15/5/82 00:00,15/5/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/8/30 00:00
t1912,1061026989,amanda,okazaki,809192053,809192053,CRM,18/5/82 00:00,18/5/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/8/30 00:00
t1913,1251015208,amanda,okazaki,809192056,809192056,CRM,21/5/82 00:00,21/5/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/9/30 00:00
t1914,1368000342,amanda,okazaki,809192059,809192059,CRM,24/5/82 00:00,24/5/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/9/30 00:00
t1915,1061039253,amanda,okazaki,809192062,809192062,CRM,27/5/82 00:00,27/5/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/9/30 00:00
t1916,1061034869,amanda,okazaki,809192065,809192065,CRM,30/5/82 00:00,30/5/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/9/30 00:00
t1917,1051031560,amanda,okazaki,809192068,809192068,CRM,2/6/82 00:00,2/6/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/9/30 00:00
t1918,1171034120,amanda,okazaki,809192071,809192071,CRM,5/6/82 00:00,5/6/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/9/30 00:00
t1919,1081028570,amanda,okazaki,809192074,809192074,CRM,8/6/82 00:00,8/6/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/9/30 00:00
t192,1051006963,amanda,okazaki,809192077,809192077,CRM,11/6/82 00:00,11/6/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/9/30 00:00
t1920,1251024911,amanda,okazaki,809192080,809192080,CRM,14/6/82 00:00,14/6/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/9/30 00:00
t1921,1061041076,amanda,okazaki,809192083,809192083,CRM,17/6/82 00:00,17/6/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,29/9/30 00:00
t1922,1131061288,amanda,okazaki,809192086,809192086,CRM,20/6/82 00:00,20/6/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/10/30 00:00
t1923,1021015406,amanda,okazaki,809192089,809192089,CRM,23/6/82 00:00,23/6/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/10/30 00:00
t1924,1021080735,amanda,okazaki,809192092,809192092,CRM,26/6/82 00:00,26/6/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/10/30 00:00
t1925,1061030621,amanda,okazaki,809192095,809192095,CRM,29/6/82 00:00,29/6/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/10/30 00:00
t1926,1061004176,amanda,okazaki,809192098,809192098,CRM,2/7/82 00:00,2/7/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/10/30 00:00
t1927,1061027936,amanda,okazaki,809192101,809192101,CRM,5/7/82 00:00,5/7/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/10/30 00:00
t1928,1061018333,amanda,okazaki,809192104,809192104,CRM,8/7/82 00:00,8/7/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/10/30 00:00
t1929,1251019985,amanda,okazaki,809192107,809192107,CRM,11/7/82 00:00,11/7/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/10/30 00:00
t193,1071012317,amanda,okazaki,809192110,809192110,CRM,14/7/82 00:00,14/7/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/10/30 00:00
t1930,CRM100000791,amanda,okazaki,809192113,809192113,CRM,17/7/82 00:00,17/7/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,29/10/30 00:00
t1931,1061040915,amanda,okazaki,809192116,809192116,CRM,20/7/82 00:00,20/7/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/11/30 00:00
t1932,1131026954,amanda,okazaki,809192119,809192119,CRM,23/7/82 00:00,23/7/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/11/30 00:00
t1933,1021007652,amanda,okazaki,809192122,809192122,CRM,26/7/82 00:00,26/7/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/11/30 00:00
t1934,1061009578,amanda,okazaki,809192125,809192125,CRM,29/7/82 00:00,29/7/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/11/30 00:00
t1935,1071002254,amanda,okazaki,809192128,809192128,CRM,1/8/82 00:00,1/8/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/11/30 00:00
t1936,1061018038,amanda,okazaki,809192131,809192131,CRM,4/8/82 00:00,4/8/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/11/30 00:00
t1937,1071022308,amanda,okazaki,809192134,809192134,CRM,7/8/82 00:00,7/8/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/11/30 00:00
t1938,1061041838,amanda,okazaki,809192137,809192137,CRM,10/8/82 00:00,10/8/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/11/30 00:00
t1939,1061040924,amanda,okazaki,809192140,809192140,CRM,13/8/82 00:00,13/8/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/11/30 00:00
t194,1081028801,amanda,okazaki,809192143,809192143,CRM,16/8/82 00:00,16/8/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/11/30 00:00
t1940,1091005830,amanda,okazaki,809192146,809192146,CRM,19/8/82 00:00,19/8/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/12/30 00:00
t1941,1131008363,amanda,okazaki,809192149,809192149,CRM,22/8/82 00:00,22/8/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/12/30 00:00
t1942,1061041944,amanda,okazaki,809192152,809192152,CRM,25/8/82 00:00,25/8/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/12/30 00:00
t1943,1051003869,amanda,okazaki,809192155,809192155,CRM,28/8/82 00:00,28/8/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/12/30 00:00
t1944,1101008183,amanda,okazaki,809192158,809192158,CRM,31/8/82 00:00,31/8/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/12/30 00:00
t1945,1131042891,amanda,okazaki,809192162,809192162,CRM,4/9/82 00:00,4/9/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/12/30 00:00
t1946,2210004174,amanda,okazaki,809192164,809192164,CRM,6/9/82 00:00,6/9/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/12/30 00:00
t1947,2210000050,amanda,okazaki,809192167,809192167,CRM,9/9/82 00:00,9/9/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/12/30 00:00
t1948,1051013198,amanda,okazaki,809192170,809192170,CRM,12/9/82 00:00,12/9/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/12/30 00:00
t1949,1061030916,amanda,okazaki,809192173,809192173,CRM,15/9/82 00:00,15/9/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/12/30 00:00
t195,1081019215,amanda,okazaki,809192176,809192176,CRM,18/9/82 00:00,18/9/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,31/12/30 00:00
t1950,1091013162,amanda,okazaki,809192179,809192179,CRM,21/9/82 00:00,21/9/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/1/31 00:00
t1951,1071003649,amanda,okazaki,809192182,809192182,CRM,24/9/82 00:00,24/9/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/1/31 00:00
t1952,1071003680,amanda,okazaki,809192185,809192185,CRM,27/9/82 00:00,27/9/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/1/31 00:00
t1953,CRM100000792,amanda,okazaki,809192188,809192188,CRM,30/9/82 00:00,30/9/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/1/31 00:00
t1954,1091015650,amanda,okazaki,809192191,809192191,CRM,3/10/82 00:00,3/10/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/1/31 00:00
t1955,2210000150,amanda,okazaki,809192194,809192194,CRM,6/10/82 00:00,6/10/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/1/31 00:00
t1956,1051012625,amanda,okazaki,809192197,809192197,CRM,9/10/82 00:00,9/10/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/1/31 00:00
t1957,1051022989,amanda,okazaki,809192200,809192200,CRM,12/10/82 00:00,12/10/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/1/31 00:00
t1958,1091020153,amanda,okazaki,809192203,809192203,CRM,15/10/82 00:00,15/10/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/1/31 00:00
t1959,1071003241,amanda,okazaki,809192206,809192206,CRM,18/10/82 00:00,18/10/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/1/31 00:00
t196,1021076610,amanda,okazaki,809192209,809192209,CRM,21/10/82 00:00,21/10/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/2/31 00:00
t1960,1081011978,amanda,okazaki,809192212,809192212,CRM,24/10/82 00:00,24/10/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/2/31 00:00
t1961,1251000182,amanda,okazaki,809192215,809192215,CRM,27/10/82 00:00,27/10/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/2/31 00:00
t1962,1088000368,amanda,okazaki,809192218,809192218,CRM,30/10/82 00:00,30/10/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/2/31 00:00
t1963,1081018069,amanda,okazaki,809192221,809192221,CRM,2/11/82 00:00,2/11/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/2/31 00:00
t1964,1061039576,amanda,okazaki,809192224,809192224,CRM,5/11/82 00:00,5/11/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/2/31 00:00
t1965,1071023667,amanda,okazaki,809192227,809192227,CRM,8/11/82 00:00,8/11/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/2/31 00:00
t1966,3011000484,amanda,okazaki,809192230,809192230,CRM,11/11/82 00:00,11/11/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,23/2/31 00:00
t1967,1051007660,amanda,okazaki,809192233,809192233,CRM,14/11/82 00:00,14/11/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,26/2/31 00:00
t1968,1061036661,amanda,okazaki,809192236,809192236,CRM,17/11/82 00:00,17/11/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,1/3/31 00:00
t1969,1021097400,amanda,okazaki,809192239,809192239,CRM,20/11/82 00:00,20/11/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,4/3/31 00:00
t197,CRM100000686,amanda,okazaki,809192242,809192242,CRM,23/11/82 00:00,23/11/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,7/3/31 00:00
t1970,1061031200,amanda,okazaki,809192245,809192245,CRM,26/11/82 00:00,26/11/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,10/3/31 00:00
t1971,2210000453,amanda,okazaki,809192248,809192248,TOPSERV,29/11/82 00:00,29/11/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,13/3/31 00:00
t1972,1251006770,amanda,okazaki,809192251,809192251,TOPSERV,2/12/82 00:00,2/12/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,16/3/31 00:00
t1973,1251000041,amanda,okazaki,809192254,809192254,TOPSERV,5/12/82 00:00,5/12/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,19/3/31 00:00
t1974,1021084143,amanda,okazaki,809192257,809192257,TOPSERV,8/12/82 00:00,8/12/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,22/3/31 00:00
t1975,1071008489,amanda,okazaki,809192260,809192260,TOPSERV,11/12/82 00:00,11/12/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,25/3/31 00:00
t1976,1021098273,amanda,okazaki,809192263,809192263,TOPSERV,14/12/82 00:00,14/12/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,28/3/31 00:00
t1977,1081000005,amanda,okazaki,809192266,809192266,TOPSERV,17/12/82 00:00,17/12/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,31/3/31 00:00
t1978,1061045256,amanda,okazaki,809192269,809192269,TOPSERV,20/12/82 00:00,20/12/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/4/31 00:00
t1979,1061028474,amanda,okazaki,809192272,809192272,TOPSERV,23/12/82 00:00,23/12/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/4/31 00:00
t198,1061010364,amanda,okazaki,809192275,809192275,TOPSERV,26/12/82 00:00,26/12/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/4/31 00:00
t1980,1081003727,amanda,okazaki,809192278,809192278,TOPSERV,29/12/82 00:00,29/12/82 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/4/31 00:00
t1981,1081004937,amanda,okazaki,809192281,809192281,TOPSERV,1/1/83 00:00,1/1/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/4/31 00:00
t1982,1081010939,amanda,okazaki,809192284,809192284,TOPSERV,4/1/83 00:00,4/1/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/4/31 00:00
t1983,1078001015,amanda,okazaki,809192287,809192287,TOPSERV,7/1/83 00:00,7/1/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/4/31 00:00
t1984,1011009200,amanda,okazaki,809192290,809192290,TOPSERV,10/1/83 00:00,10/1/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/4/31 00:00
t1985,1081007423,amanda,okazaki,809192293,809192293,TOPSERV,13/1/83 00:00,13/1/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/4/31 00:00
t1986,1021054341,amanda,okazaki,809192296,809192296,TOPSERV,16/1/83 00:00,16/1/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/4/31 00:00
t1987,1071023029,amanda,okazaki,809192299,809192299,TOPSERV,19/1/83 00:00,19/1/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/5/31 00:00
t1988,1061028864,amanda,okazaki,809192302,809192302,TOPSERV,22/1/83 00:00,22/1/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/5/31 00:00
t1989,1051016116,amanda,okazaki,809192305,809192305,TOPSERV,25/1/83 00:00,25/1/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/5/31 00:00
t199,1051031504,amanda,okazaki,809192308,809192308,TOPSERV,28/1/83 00:00,28/1/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/5/31 00:00
t1990,1051014063,amanda,okazaki,809192311,809192311,TOPSERV,31/1/83 00:00,31/1/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/5/31 00:00
t1991,1081028740,amanda,okazaki,809192314,809192314,TOPSERV,3/2/83 00:00,3/2/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/5/31 00:00
t1992,1071001449,amanda,okazaki,809192317,809192317,TOPSERV,6/2/83 00:00,6/2/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/5/31 00:00
t1993,CRM100000793,amanda,okazaki,809192320,809192320,TOPSERV,9/2/83 00:00,9/2/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/5/31 00:00
t1994,1131053066,amanda,okazaki,809192323,809192323,TOPSERV,12/2/83 00:00,12/2/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/5/31 00:00
t1995,1131030048,amanda,okazaki,809192326,809192326,TOPSERV,15/2/83 00:00,15/2/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/5/31 00:00
t1996,1251000413,amanda,okazaki,809192329,809192329,TOPSERV,18/2/83 00:00,18/2/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/6/31 00:00
t1997,1061031607,amanda,okazaki,809192332,809192332,TOPSERV,21/2/83 00:00,21/2/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/6/31 00:00
t1998,1251010014,amanda,okazaki,809192335,809192335,TOPSERV,24/2/83 00:00,24/2/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/6/31 00:00
t1999,1051003545,amanda,okazaki,809192338,809192338,TOPSERV,27/2/83 00:00,27/2/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/6/31 00:00
t2,1051020768,amanda,okazaki,809192341,809192341,TOPSERV,2/3/83 00:00,2/3/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/6/31 00:00
t20,1091015670,amanda,okazaki,809192344,809192344,TOPSERV,5/3/83 00:00,5/3/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/6/31 00:00
t200,1061041826,amanda,okazaki,809192347,809192347,TOPSERV,8/3/83 00:00,8/3/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/6/31 00:00
t2000,1071014099,amanda,okazaki,809192348,809192348,TOPSERV,9/3/83 00:00,9/3/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/6/31 00:00
t201,2210006926,amanda,okazaki,809192351,809192351,TOPSERV,12/3/83 00:00,12/3/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/6/31 00:00
t202,1101002548,amanda,okazaki,809192354,809192354,TOPSERV,15/3/83 00:00,15/3/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/6/31 00:00
t203,8000045731,amanda,okazaki,809192357,809192357,TOPSERV,18/3/83 00:00,18/3/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/6/31 00:00
t204,1151029587,amanda,okazaki,809192360,809192360,TOPSERV,21/3/83 00:00,21/3/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,3/7/31 00:00
t205,1151015362,amanda,okazaki,809192363,809192363,TOPSERV,24/3/83 00:00,24/3/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,6/7/31 00:00
t206,1151013888,amanda,okazaki,809192366,809192366,TOPSERV,27/3/83 00:00,27/3/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,9/7/31 00:00
t207,1021103295,amanda,okazaki,809192369,809192369,TOPSERV,30/3/83 00:00,30/3/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,12/7/31 00:00
t208,1091018969,amanda,okazaki,809192372,809192372,TOPSERV,2/4/83 00:00,2/4/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,15/7/31 00:00
t209,3071000843,amanda,okazaki,809192375,809192375,TOPSERV,5/4/83 00:00,5/4/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,18/7/31 00:00
t21,1051020196,amanda,okazaki,809192378,809192378,TOPSERV,8/4/83 00:00,8/4/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,21/7/31 00:00
t210,1051029238,amanda,okazaki,809192381,809192381,TOPSERV,11/4/83 00:00,11/4/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,24/7/31 00:00
t211,1151025715,amanda,okazaki,809192384,809192384,TOPSERV,14/4/83 00:00,14/4/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,27/7/31 00:00
t212,1151037924,amanda,okazaki,809192387,809192387,TOPSERV,17/4/83 00:00,17/4/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,30/7/31 00:00
t213,1151003849,amanda,okazaki,809192390,809192390,TOPSERV,20/4/83 00:00,20/4/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,2/8/31 00:00
t214,1081028701,amanda,okazaki,809192393,809192393,TOPSERV,23/4/83 00:00,23/4/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,5/8/31 00:00
t215,1241032551,amanda,okazaki,809192396,809192396,TOPSERV,26/4/83 00:00,26/4/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,8/8/31 00:00
t216,1371000954,amanda,okazaki,809192399,809192399,TOPSERV,29/4/83 00:00,29/4/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,11/8/31 00:00
t217,1081014583,amanda,okazaki,809192402,809192402,TOPSERV,2/5/83 00:00,2/5/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,14/8/31 00:00
t218,1091003499,amanda,okazaki,809192405,809192405,TOPSERV,5/5/83 00:00,5/5/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,17/8/31 00:00
t219,1081017280,amanda,okazaki,809192408,809192408,TOPSERV,8/5/83 00:00,8/5/83 00:00,edokbokgusing@hotmail.com,edokbokgusing@hotmail.com,20/8/31 00:00
